"market_id","store_primary_category","order_protocol","total_items","subtotal","min_item_price","max_item_price","total_onshift_partners","total_busy_partners","total_outstanding_orders","created_day","created_holiday","created_at","actual_delivery_time","complaint","complaint_id"
"AREA A","asian","Protocol 1",1,358,358,358,12.0,11.0,21,"Friday","NO","00:28:09","01:24:31","YES","0170"
"AREA A","mediterranean","Protocol 5",4,5790,1195,1250,15.0,12.0,11,"Friday","NO","23:30:50","00:26:01","",""
"AREA A","mediterranean","Protocol 5",2,2445,1195,1250,49.0,51.0,90,"Saturday","NO","03:20:04","04:33:39","",""
"AREA C","chinese","Protocol 3",5,5220,475,1225,44.0,42.0,45,"Sunday","NO","03:18:36","04:00:33","YES","0171"
"AREA A","steak","Protocol 1",4,3865,359,1100,15.0,14.0,20,"Friday","NO","22:44:58","23:30:42","YES","0172"
"AREA D","vietnamese","Protocol 2",2,1540,670,670,58.0,113.0,78,"Monday","YES","19:51:08","20:26:14","",""
"AREA B","mexican","Protocol 5",2,944,50,799,96.0,105.0,157,"Sunday","NO","03:54:02","04:43:05","",""
"AREA C","smoothie","Protocol 5",2,1300,650,650,6.0,6.0,7,"Saturday","NO","19:48:49","20:46:12","YES","0173"
"AREA D","seafood","Protocol 3",1,1900,1900,1900,35.0,37.0,50,"Monday","NO","22:49:46","23:24:36","",""
"AREA B","mexican","Protocol 5",1,795,795,795,67.0,59.0,91,"Sunday","NO","04:19:08","05:11:36","",""
"AREA B","american","Protocol 2",2,1878,330,1428,11.0,10.0,13,"Tuesday","NO","17:38:49","18:00:14","YES","0174"
"AREA B","indian","Protocol 1",5,4550,400,1150,65.0,68.0,35,"Sunday","NO","20:28:05","20:59:36","",""
"AREA D","pizza","Protocol 3",5,5175,499,1499,93.0,124.0,165,"Tuesday","NO","02:26:19","03:18:00","YES","0175"
"AREA D","mexican","Protocol 3",3,2225,625,900,53.0,54.0,98,"Thursday","NO","02:35:08","04:10:46","",""
"AREA B","barbecue","Protocol 5",1,500,500,500,56.0,72.0,66,"Sunday","NO","23:39:39","00:02:51","",""
"AREA B","japanese","Protocol 5",2,1990,995,995,97.0,79.0,118,"Tuesday","NO","02:08:11","02:37:04","",""
"AREA E","american","Protocol 1",3,1650,350,725,35.0,35.0,54,"Tuesday","NO","03:05:55","03:54:15","",""
"AREA F","sandwich","Protocol 3",2,2723,999,999,"","","","Monday","NO","22:09:06","22:48:53","",""
"AREA B","mexican","Protocol 5",1,999,999,999,10.0,13.0,17,"Friday","NO","06:42:24","07:16:08","",""
"AREA C","american","Protocol 2",2,3000,1500,1500,11.0,6.0,6,"Thursday","NO","20:40:11","21:15:31","YES","0176"
"AREA B","dessert","Protocol 5",3,2265,385,385,29.0,29.0,37,"Friday","NO","22:58:51","23:29:57","",""
"AREA D","salad","Protocol 3",1,779,779,779,45.0,49.0,61,"Wednesday","NO","20:50:05","21:50:05","",""
"AREA D","italian","Protocol 5",3,4800,1500,1650,61.0,79.0,104,"Sunday","NO","02:12:02","03:09:44","",""
"AREA A","breakfast","Protocol 5",1,1345,895,895,12.0,5.0,5,"Saturday","NO","19:28:10","20:03:08","",""
"AREA D","mediterranean","Protocol 3",5,2795,449,999,51.0,61.0,81,"Saturday","NO","20:18:32","21:15:39","",""
"AREA A","seafood","Protocol 5",1,1199,1199,1199,62.0,59.0,76,"Friday","NO","03:36:10","04:02:24","",""
"AREA A","vietnamese","Protocol 1",3,1890,500,620,33.0,33.0,42,"Thursday","NO","01:32:50","02:03:02","",""
"AREA D","fast","Protocol 3",13,12727,979,979,25.0,23.0,28,"Friday","NO","18:34:07","19:30:29","YES","0177"
"AREA D","chinese","Protocol 1",10,5325,150,1195,39.0,40.0,54,"Sunday","NO","01:19:01","01:54:44","YES","0178"
"AREA E","american","Protocol 1",1,1629,1629,1629,2.0,2.0,3,"Saturday","NO","17:08:28","17:50:27","",""
"AREA F","mexican","Protocol 2",2,1700,850,850,"","","","Friday","NO","17:31:07","18:37:24","",""
"AREA E","italian","Protocol 1",4,4050,700,1650,33.0,24.0,32,"Monday","NO","01:46:35","02:39:59","",""
"AREA A","cafe","Protocol 1",10,10950,1095,1095,21.0,22.0,24,"Saturday","NO","21:51:15","22:53:37","",""
"AREA B","vietnamese","Protocol 2",6,4700,400,1100,41.0,40.0,42,"Friday","NO","00:37:40","01:27:03","",""
"AREA A","smoothie","Protocol 4",3,1647,449,449,9.0,2.0,2,"Wednesday","NO","18:24:33","19:04:03","YES","0179"
"AREA D","asian","Protocol 2",6,2625,375,450,41.0,35.0,41,"Thursday","NO","21:54:35","22:33:43","",""
"AREA B","pizza","Protocol 1",2,2930,1035,1895,39.0,40.0,52,"Saturday","NO","20:37:40","21:15:56","",""
"AREA B","burger","Protocol 4",4,2100,275,550,80.0,72.0,80,"Saturday","NO","01:11:26","01:49:20","",""
"AREA C","seafood","Protocol 1",4,4000,600,1500,7.0,5.0,7,"Sunday","NO","01:56:23","03:01:33","YES","0180"
"AREA B","vietnamese","Protocol 5",2,2410,880,880,26.0,33.0,20,"Saturday","NO","23:05:14","23:32:16","YES","0181"
"AREA B","chinese","Protocol 1",5,1925,125,850,112.0,107.0,182,"Sunday","NO","02:24:40","02:50:58","YES","0182"
"AREA B","pizza","Protocol 6",5,2330,200,795,136.0,84.0,148,"Saturday","NO","01:53:16","02:51:03","YES","0183"
"AREA B","dessert","Protocol 5",2,2190,1095,1095,115.0,106.0,152,"Thursday","NO","03:29:04","03:59:56","",""
"AREA B","greek","Protocol 5",8,6291,299,1299,29.0,29.0,34,"Saturday","NO","05:36:20","06:10:32","YES","0184"
"AREA A","mexican","Protocol 2",4,2712,573,917,16.0,8.0,18,"Saturday","NO","02:43:40","03:58:23","",""
"AREA B","italian","Protocol 5",1,1550,1550,1550,27.0,33.0,58,"Saturday","NO","05:05:42","05:54:08","",""
"AREA B","pizza","Protocol 3",2,3598,899,999,51.0,42.0,44,"Saturday","NO","01:04:22","02:11:47","",""
"AREA E","chinese","Protocol 1",6,6000,800,1200,47.0,28.0,41,"Thursday","NO","02:33:32","03:22:19","",""
"AREA B","breakfast","Protocol 2",4,2520,225,625,23.0,19.0,19,"Monday","NO","18:35:02","18:58:28","",""
"AREA B","burger","Protocol 5",1,1124,949,949,95.0,73.0,104,"Monday","NO","01:23:24","01:56:12","",""
"AREA A","pizza","Protocol 5",2,2400,1050,1050,44.0,46.0,54,"Wednesday","NO","02:13:53","02:42:58","",""
"AREA B","burger","Protocol 5",2,1174,249,675,27.0,23.0,24,"Saturday","NO","23:50:18","00:16:40","",""
"AREA F","dessert","Protocol 5",2,1590,495,1095,"","","","Thursday","NO","05:37:37","06:06:11","",""
"AREA E","thai","Protocol 5",4,3590,850,995,26.0,16.0,19,"Sunday","NO","01:43:06","02:30:25","YES","0185"
"AREA B","indian","Protocol 1",3,3897,1299,1299,27.0,27.0,37,"Tuesday","NO","05:00:34","05:25:46","YES","0186"
"AREA E","chinese","Protocol 1",4,3800,200,1500,41.0,33.0,47,"Thursday","NO","02:05:36","02:49:34","",""
"AREA B","breakfast","Protocol 5",1,1425,1425,1425,28.0,27.0,36,"Wednesday","NO","19:11:51","19:45:41","",""
"AREA B","chinese","Protocol 3",4,3040,595,825,73.0,78.0,63,"Monday","YES","02:48:06","03:41:51","",""
"AREA A","breakfast","Protocol 1",6,4243,258,1223,10.0,7.0,8,"Monday","YES","19:42:17","20:36:39","",""
"AREA D","dessert","Protocol 4",24,9000,375,375,56.0,62.0,72,"Thursday","NO","21:13:47","21:49:12","",""
"AREA D","hawaiian","Protocol 3",5,3673,678,801,92.0,67.0,127,"Saturday","NO","01:37:32","02:42:27","",""
"AREA D","thai","Protocol 3",1,995,995,995,65.0,64.0,99,"Monday","NO","02:24:51","03:00:50","",""
"AREA B","mexican","Protocol 5",2,1074,275,799,21.0,22.0,35,"Wednesday","NO","22:34:09","23:26:04","",""
"AREA B","asian","Protocol 2",2,1125,400,450,153.0,89.0,129,"Friday","NO","02:31:10","03:26:43","",""
"AREA F","mexican","Protocol 3",6,2945,0,845,"","","","Friday","NO","01:51:15","02:44:15","YES","0187"
"AREA B","american","Protocol 3",2,1478,359,1119,43.0,42.0,53,"Saturday","NO","00:27:21","00:56:06","",""
"AREA B","sandwich","Protocol 3",2,1198,499,599,19.0,20.0,31,"Wednesday","NO","18:57:42","19:36:33","",""
"AREA B","japanese","Protocol 2",7,6290,550,1395,40.0,43.0,64,"Friday","NO","03:57:10","04:44:17","YES","0188"
"AREA E","mexican","Protocol 1",3,753,79,475,32.0,33.0,37,"Saturday","NO","22:15:32","22:55:48","",""
"AREA D","italian","Protocol 3",7,11220,895,2495,40.0,36.0,46,"Friday","NO","20:17:45","21:02:24","YES","0189"
"AREA D","burmese","Protocol 3",6,7500,900,1600,47.0,56.0,70,"Sunday","NO","05:08:14","05:53:29","YES","0190"
"AREA D","mediterranean","Protocol 2",2,1845,395,1450,21.0,25.0,35,"Monday","NO","05:54:51","06:21:53","",""
"AREA B","burger","Protocol 5",3,3450,1050,1250,33.0,29.0,29,"Saturday","NO","22:36:44","23:20:48","",""
"AREA E","mediterranean","Protocol 5",3,1850,425,1000,14.0,12.0,13,"Thursday","NO","20:38:34","21:03:52","",""
"AREA B","breakfast","Protocol 1",2,2847,1351,1530,40.0,41.0,56,"Thursday","NO","19:38:20","20:10:52","",""
"AREA D","chinese","Protocol 4",2,1420,710,710,40.0,34.0,33,"Thursday","NO","21:23:11","21:59:12","YES","0191"
"AREA D","sandwich","Protocol 3",2,1174,375,799,96.0,92.0,153,"Saturday","NO","01:31:53","02:19:37","",""
"AREA A","sandwich","Protocol 1",2,1170,275,895,3.0,3.0,1,"Friday","NO","16:37:06","17:42:16","",""
"AREA A","japanese","Protocol 1",9,5000,300,1800,28.0,28.0,25,"Thursday","NO","03:01:02","04:17:08","YES","0192"
"AREA B","","Protocol 2",2,1664,464,524,63.0,65.0,99,"Sunday","NO","21:21:53","22:42:07","YES","0193"
"AREA D","thai","Protocol 3",1,995,995,995,28.0,23.0,23,"Monday","NO","00:18:36","00:39:51","",""
"AREA C","sandwich","Protocol 1",3,1600,375,850,8.0,2.0,0,"Thursday","NO","22:51:01","23:29:12","",""
"AREA A","sushi","Protocol 2",1,1271,990,1061,69.0,74.0,99,"Saturday","NO","02:40:07","03:18:09","",""
"AREA C","asian","Protocol 1",5,3224,329,699,40.0,40.0,38,"Saturday","NO","01:32:40","02:19:41","YES","0194"
"AREA B","steak","Protocol 5",1,1299,1299,1299,44.0,25.0,25,"Saturday","NO","21:25:42","22:00:55","",""
"AREA B","mexican","Protocol 1",1,699,699,699,90.0,82.0,106,"Wednesday","NO","03:36:12","04:30:54","",""
"AREA D","chinese","Protocol 4",2,1545,710,710,106.0,146.0,138,"Sunday","NO","02:36:15","03:20:48","",""
"AREA B","italian","Protocol 1",2,1598,799,799,64.0,63.0,109,"Saturday","NO","02:46:32","03:32:15","",""
"AREA E","dessert","Protocol 2",3,4020,1112,1353,49.0,60.0,47,"Monday","YES","03:33:31","03:56:01","",""
"AREA C","dessert","Protocol 1",9,1425,115,175,1.0,0.0,0,"Saturday","NO","15:46:24","16:27:51","",""
"AREA B","","Protocol 1",3,2406,220,1338,66.0,70.0,75,"Tuesday","NO","20:32:44","21:28:41","YES","0195"
"AREA C","barbecue","Protocol 1",2,2198,1099,1099,28.0,24.0,21,"Monday","NO","02:48:31","03:41:47","",""
"AREA D","vietnamese","Protocol 5",3,1690,400,875,49.0,45.0,46,"Monday","NO","04:45:09","05:31:54","",""
"AREA D","indian","Protocol 3",4,2780,295,1195,14.0,19.0,20,"Monday","NO","05:12:27","05:36:00","",""
"AREA A","american","Protocol 3",2,2400,1000,1200,1.0,0.0,0,"Sunday","NO","15:17:55","16:00:58","",""
"AREA B","sandwich","Protocol 3",4,2500,625,625,34.0,35.0,60,"Tuesday","NO","19:35:00","20:28:45","",""
"AREA B","mediterranean","Protocol 3",4,2696,499,799,46.0,38.0,46,"Tuesday","NO","20:28:39","21:11:45","",""
"AREA D","american","Protocol 1",2,1897,399,899,52.0,71.0,101,"Sunday","NO","03:28:38","04:03:02","",""
"AREA A","pizza","Protocol 5",3,3657,699,1579,24.0,24.0,35,"Sunday","NO","20:40:28","21:42:39","",""
"AREA A","american","Protocol 1",5,3500,150,1125,18.0,16.0,18,"Sunday","NO","18:42:27","19:28:12","YES","0196"
"AREA B","dessert","Protocol 5",5,5325,795,1095,38.0,38.0,63,"Wednesday","NO","19:20:42","20:06:38","YES","0197"
"AREA E","chinese","Protocol 4",3,2020,600,710,22.0,10.0,10,"Friday","NO","01:23:35","02:16:58","",""
"AREA D","dessert","Protocol 5",4,3985,750,1095,87.0,82.0,124,"Monday","NO","03:57:19","04:50:06","",""
"AREA A","pizza","Protocol 3",4,2726,479,749,29.0,30.0,47,"Monday","YES","01:28:43","01:59:56","",""
"AREA B","pizza","Protocol 3",1,1600,1600,1600,86.0,76.0,85,"Friday","NO","01:24:18","02:03:28","",""
"AREA A","breakfast","Protocol 1",1,1900,1900,1900,43.0,43.0,49,"Wednesday","NO","02:16:57","03:05:10","YES","0198"
"AREA F","cafe","Protocol 4",2,640,275,295,"","","","Wednesday","NO","16:20:51","17:13:06","",""
"AREA D","pizza","Protocol 5",1,1800,1800,1800,101.0,83.0,115,"Thursday","NO","02:25:47","03:10:03","",""
"AREA D","salad","Protocol 1",2,2365,990,1375,93.0,124.0,165,"Tuesday","NO","02:29:15","03:34:56","",""
"AREA B","burger","Protocol 1",3,2897,619,1079,63.0,62.0,75,"Friday","NO","20:52:00","21:25:40","",""
"AREA B","american","Protocol 3",1,1209,1209,1209,58.0,58.0,90,"Friday","NO","20:25:23","21:18:05","",""
"AREA E","indian","Protocol 2",3,3150,1050,1050,26.0,25.0,39,"Saturday","NO","02:50:14","04:13:22","",""
"AREA D","thai","Protocol 3",3,1490,200,895,72.0,63.0,75,"Thursday","NO","20:55:41","21:34:34","",""
"AREA B","pizza","Protocol 3",3,2073,479,1095,33.0,34.0,40,"Monday","NO","20:49:24","21:39:38","",""
"AREA D","","Protocol 3",4,2899,200,1499,35.0,27.0,31,"Sunday","NO","20:36:23","21:10:18","YES","0199"
"AREA C","pizza","Protocol 5",4,4800,500,1700,41.0,42.0,46,"Tuesday","NO","02:33:48","03:10:40","",""
"AREA B","sandwich","Protocol 3",4,1540,110,725,42.0,44.0,63,"Tuesday","NO","20:09:07","20:46:43","",""
"AREA D","salad","Protocol 5",1,1430,1320,1320,72.0,69.0,130,"Tuesday","NO","20:17:17","21:13:38","",""
"AREA B","american","Protocol 1",1,1139,1139,1139,74.0,70.0,78,"Thursday","NO","01:13:05","01:58:05","",""
"AREA D","indian","Protocol 3",4,2290,200,1495,80.0,75.0,92,"Tuesday","NO","03:48:48","04:22:26","YES","0200"
"AREA D","sandwich","Protocol 1",3,3500,900,1400,64.0,62.0,125,"Monday","NO","02:57:33","03:48:54","",""
"AREA F","japanese","Protocol 1",1,1695,1695,1695,"","","","Saturday","NO","01:04:15","01:43:12","",""
"AREA C","fast","Protocol 1",1,789,499,499,3.0,4.0,4,"Wednesday","NO","03:14:12","03:53:55","",""
"AREA F","thai","Protocol 3",3,1600,300,900,"","","","Thursday","NO","01:40:27","02:22:49","",""
"AREA A","thai","Protocol 1",3,1400,150,625,2.0,2.0,2,"Monday","NO","23:05:36","00:09:38","YES","0201"
"AREA A","pizza","Protocol 5",6,7450,1050,1300,11.0,12.0,13,"Friday","NO","01:17:21","02:05:32","YES","0202"
"AREA C","pizza","Protocol 5",3,2300,500,950,23.0,21.0,20,"Sunday","NO","21:04:46","21:40:05","",""
"AREA A","mediterranean","Protocol 5",3,1875,250,1250,63.0,63.0,100,"Saturday","NO","03:46:25","04:23:52","",""
"AREA D","seafood","Protocol 5",3,4000,1250,1300,90.0,89.0,117,"Thursday","NO","02:36:57","03:39:07","YES","0203"
"AREA D","japanese","Protocol 2",3,2215,370,950,127.0,122.0,198,"Saturday","NO","02:46:31","03:46:11","YES","0204"
"AREA D","chinese","Protocol 1",2,940,292,748,26.0,17.0,14,"Monday","NO","05:16:02","05:46:39","",""
"AREA A","barbecue","Protocol 2",2,1975,795,1130,19.0,18.0,20,"Thursday","NO","22:09:08","23:18:40","",""
"AREA A","american","Protocol 1",2,1050,150,900,31.0,35.0,48,"Sunday","NO","01:50:43","02:56:54","",""
"AREA B","pizza","Protocol 5",7,9208,679,1679,63.0,45.0,49,"Monday","NO","00:00:21","00:35:19","",""
"AREA B","asian","Protocol 3",1,995,845,845,50.0,50.0,69,"Monday","NO","20:52:09","21:35:35","",""
"AREA A","american","Protocol 5",1,1190,995,995,14.0,18.0,23,"Thursday","NO","20:41:27","21:47:54","",""
"AREA A","mexican","Protocol 5",3,1375,100,425,18.0,12.0,10,"Wednesday","NO","22:17:38","22:51:12","",""
"AREA E","american","Protocol 1",2,1282,391,891,14.0,14.0,15,"Saturday","NO","01:30:29","02:03:10","",""
"AREA A","burger","Protocol 4",1,1450,950,950,7.0,7.0,16,"Friday","NO","22:10:53","23:33:41","",""
"AREA A","dessert","Protocol 5",1,1235,1150,1150,65.0,61.0,77,"Tuesday","NO","01:08:02","02:08:24","",""
"AREA A","fast","Protocol 4",3,915,145,400,21.0,13.0,22,"Friday","NO","02:30:59","03:18:46","",""
"AREA C","salad","Protocol 2",4,2750,200,900,22.0,12.0,12,"Saturday","NO","05:06:48","05:43:25","",""
"AREA B","indian","Protocol 3",4,3780,295,1595,89.0,69.0,130,"Sunday","NO","02:15:36","04:09:24","YES","0205"
"AREA D","indian","Protocol 5",4,2860,195,1395,90.0,81.0,150,"Sunday","NO","02:45:08","03:39:05","YES","0206"
"AREA D","greek","Protocol 5",6,6386,495,1699,46.0,20.0,20,"Friday","NO","00:16:27","00:48:01","",""
"AREA C","sandwich","Protocol 4",1,845,845,845,62.0,56.0,65,"Saturday","NO","02:41:24","03:30:41","",""
"AREA D","dessert","Protocol 4",3,2367,595,1077,54.0,74.0,43,"Sunday","NO","23:38:28","00:39:11","",""
"AREA D","sandwich","Protocol 3",4,2896,249,949,42.0,26.0,26,"Saturday","NO","20:09:23","20:49:49","",""
"AREA D","thai","Protocol 1",3,2390,200,1295,105.0,142.0,122,"Sunday","NO","02:21:30","03:01:06","",""
"AREA B","pizza","Protocol 1",4,6790,650,2575,140.0,86.0,168,"Saturday","NO","02:27:24","03:31:26","YES","0207"
"AREA D","thai","Protocol 2",4,4348,1036,1247,54.0,52.0,53,"Saturday","NO","01:06:32","01:46:11","",""
"AREA A","american","Protocol 5",2,2516,954,1515,28.0,29.0,50,"Thursday","NO","04:30:46","05:33:34","",""
"AREA B","middle-eastern","Protocol 3",3,3385,595,1395,46.0,42.0,49,"Wednesday","NO","19:27:01","20:02:16","",""
"AREA E","thai","Protocol 1",3,2585,795,895,16.0,12.0,16,"Wednesday","NO","19:59:07","20:47:11","",""
"AREA A","cafe","Protocol 1",3,3470,690,1890,40.0,32.0,32,"Thursday","NO","02:06:04","02:50:50","",""
"AREA D","asian","Protocol 2",3,1575,425,450,21.0,19.0,23,"Wednesday","NO","23:50:00","00:13:36","",""
"AREA C","burger","Protocol 1",3,1317,239,769,7.0,5.0,7,"Wednesday","NO","02:01:35","02:38:33","",""
"AREA D","dessert","Protocol 5",2,2680,895,1095,67.0,64.0,96,"Tuesday","NO","01:52:27","02:20:30","",""
"AREA E","pizza","Protocol 1",2,1199,399,800,13.0,10.0,10,"Tuesday","NO","01:21:35","01:53:48","",""
"AREA B","american","Protocol 5",7,3835,375,695,35.0,29.0,34,"Friday","NO","22:22:12","23:00:13","",""
"AREA F","indian","Protocol 3",9,5496,150,1099,"","","","Monday","YES","02:08:16","03:01:01","",""
"AREA D","japanese","Protocol 3",5,3165,200,1950,108.0,68.0,125,"Sunday","NO","02:09:29","02:45:57","YES","0208"
"AREA B","pizza","Protocol 1",4,2587,395,947,69.0,69.0,99,"Monday","NO","01:08:19","01:41:10","",""
"AREA A","mexican","Protocol 3",2,1990,795,1195,15.0,15.0,20,"Sunday","NO","02:11:54","03:02:30","",""
"AREA B","korean","Protocol 3",2,2375,850,925,66.0,65.0,73,"Monday","NO","00:46:27","01:27:36","YES","0209"
"AREA E","","Protocol 1",1,2795,1995,1995,16.0,8.0,8,"Saturday","NO","21:13:57","21:51:50","",""
"AREA D","indian","Protocol 2",6,3097,199,1199,59.0,68.0,85,"Monday","NO","04:17:10","05:18:09","",""
"AREA B","japanese","Protocol 5",5,9900,1000,3000,23.0,27.0,41,"Sunday","NO","04:37:41","05:27:18","YES","0210"
"AREA D","pizza","Protocol 1",1,1895,1895,1895,41.0,29.0,33,"Wednesday","NO","04:10:31","04:59:45","",""
"AREA E","middle-eastern","Protocol 3",2,2433,868,1266,56.0,33.0,73,"Saturday","NO","03:26:37","04:01:45","",""
"AREA D","cafe","Protocol 4",2,770,245,395,41.0,40.0,76,"Monday","NO","20:06:42","20:50:51","",""
"AREA B","greek","Protocol 1",5,2515,299,659,33.0,29.0,33,"Thursday","NO","22:07:23","22:31:29","YES","0211"
"AREA D","sandwich","Protocol 5",4,2575,150,999,76.0,72.0,119,"Saturday","NO","02:54:33","03:52:19","",""
"AREA D","mediterranean","Protocol 3",1,1195,1195,1195,77.0,78.0,145,"Tuesday","NO","03:34:22","04:18:35","",""
"AREA E","fast","Protocol 4",4,2040,142,813,15.0,14.0,17,"Monday","NO","00:02:58","00:47:52","YES","0212"
"AREA E","american","Protocol 1",2,1745,295,1450,17.0,13.0,13,"Wednesday","NO","05:10:44","05:37:36","YES","0213"
"AREA A","fast","Protocol 4",7,2183,128,575,34.0,37.0,56,"Sunday","NO","04:17:09","04:57:20","",""
"AREA A","sandwich","Protocol 3",3,2325,325,1550,18.0,18.0,16,"Wednesday","NO","19:55:38","20:41:12","",""
"AREA A","american","Protocol 1",1,3099,3099,3099,27.0,28.0,30,"Saturday","NO","03:40:43","04:10:20","",""
"AREA C","catering","Protocol 1",3,1620,300,895,25.0,20.0,20,"Thursday","NO","20:13:17","20:45:24","",""
"AREA E","mexican","Protocol 4",3,2865,319,1069,12.0,17.0,10,"Tuesday","NO","04:35:28","05:18:01","",""
"AREA A","salad","Protocol 5",2,1100,550,550,30.0,31.0,31,"Friday","NO","20:33:05","20:53:22","",""
"AREA D","burger","Protocol 5",5,4215,399,929,77.0,77.0,176,"Tuesday","NO","19:27:11","20:28:40","",""
"AREA C","thai","Protocol 4",7,6020,150,1095,30.0,30.0,34,"Sunday","NO","02:32:09","03:17:10","",""
"AREA E","sushi","Protocol 3",1,1095,1095,1095,21.0,22.0,26,"Tuesday","NO","20:52:02","21:20:08","",""
"AREA F","other","Protocol 5",9,3700,50,850,"","","","Wednesday","NO","21:32:00","22:07:23","YES","0214"
"AREA B","burger","Protocol 5",2,1144,495,649,141.0,117.0,202,"Saturday","NO","02:27:45","03:25:18","YES","0215"
"AREA B","chinese","Protocol 3",2,1930,735,1195,107.0,82.0,129,"Friday","NO","04:02:32","04:41:05","",""
"AREA D","middle-eastern","Protocol 3",1,1600,1600,1600,27.0,28.0,48,"Tuesday","NO","01:41:05","03:29:02","",""
"AREA E","american","Protocol 1",3,3545,749,999,28.0,21.0,35,"Saturday","NO","03:42:59","04:35:21","",""
"AREA B","dessert","Protocol 5",3,3535,795,895,121.0,113.0,191,"Friday","NO","02:37:37","03:19:04","YES","0216"
"AREA E","middle-eastern","Protocol 3",3,3698,903,1466,60.0,62.0,99,"Saturday","NO","03:04:38","04:13:04","",""
"AREA B","chinese","Protocol 1",2,1890,895,995,16.0,16.0,15,"Monday","NO","23:30:33","00:32:53","",""
"AREA E","","Protocol 5",1,2000,2000,2000,48.0,26.0,34,"Thursday","NO","04:02:45","04:33:03","",""
"AREA B","vietnamese","Protocol 1",4,3415,750,895,56.0,45.0,79,"Saturday","NO","01:50:46","02:42:26","",""
"AREA E","greek","Protocol 3",2,1649,399,1250,15.0,15.0,12,"Saturday","NO","19:41:17","20:19:21","",""
"AREA B","mexican","Protocol 5",4,1890,300,600,119.0,107.0,184,"Friday","NO","02:33:13","03:34:19","",""
"AREA B","sushi","Protocol 3",2,1598,799,799,62.0,73.0,41,"Sunday","NO","23:26:53","00:00:48","",""
"AREA A","latin-american","Protocol 5",3,3700,600,1700,17.0,19.0,24,"Monday","NO","05:04:50","06:35:43","",""
"AREA A","american","Protocol 5",4,4947,644,2032,59.0,43.0,50,"Tuesday","NO","03:11:20","03:41:20","",""
"AREA B","chinese","Protocol 1",3,2025,150,975,101.0,72.0,117,"Wednesday","NO","03:14:56","03:54:34","",""
"AREA B","japanese","Protocol 1",6,6630,550,1495,117.0,118.0,200,"Sunday","NO","02:35:36","03:22:11","YES","0217"
"AREA C","fast","Protocol 4",2,485,128,357,0.0,0.0,0,"Thursday","NO","15:28:17","16:17:09","",""
"AREA C","asian","Protocol 1",1,1724,1299,1299,36.0,28.0,29,"Thursday","NO","02:13:10","02:41:24","",""
"AREA D","sandwich","Protocol 2",4,1743,273,525,43.0,43.0,54,"Saturday","NO","04:40:49","05:13:25","",""
"AREA E","indian","Protocol 3",3,1797,599,599,20.0,17.0,25,"Sunday","NO","03:13:03","04:04:39","YES","0218"
"AREA B","sandwich","Protocol 3",2,883,75,748,38.0,37.0,49,"Monday","NO","20:02:15","20:43:35","",""
"AREA B","pizza","Protocol 3",1,1709,1524,1524,66.0,65.0,67,"Sunday","NO","23:26:44","00:08:56","",""
"AREA D","burger","Protocol 4",2,1248,519,729,116.0,116.0,183,"Saturday","NO","02:09:28","03:10:02","",""
"AREA A","vegan","Protocol 1",2,2490,1195,1295,35.0,35.0,54,"Tuesday","NO","04:19:12","05:34:55","",""
"AREA F","japanese","Protocol 5",3,970,0,595,"","","","Saturday","NO","04:23:42","05:05:45","",""
"AREA D","fast","Protocol 3",2,2644,579,579,26.0,18.0,20,"Tuesday","NO","22:27:24","23:02:07","",""
"AREA B","american","Protocol 3",1,1119,1119,1119,62.0,51.0,71,"Tuesday","NO","20:06:25","20:49:49","",""
"AREA F","american","Protocol 1",2,1625,450,975,"","","","Sunday","NO","17:24:28","18:52:42","",""
"AREA A","japanese","Protocol 1",6,6975,550,3800,53.0,51.0,62,"Saturday","NO","02:04:52","03:08:19","",""
"AREA A","latin-american","Protocol 2",1,1145,1095,1095,15.0,15.0,13,"Thursday","NO","22:33:30","23:02:00","",""
"AREA B","dessert","Protocol 1",1,1695,1695,1695,53.0,52.0,79,"Friday","NO","21:03:06","21:53:51","",""
"AREA A","smoothie","Protocol 1",3,2085,495,795,10.0,10.0,11,"Sunday","NO","00:49:49","01:31:20","",""
"AREA A","other","Protocol 4",4,2076,249,629,15.0,15.0,19,"Sunday","NO","01:59:34","03:39:04","YES","0219"
"AREA C","mexican","Protocol 1",2,1658,779,879,32.0,32.0,37,"Saturday","NO","01:25:26","02:12:04","",""
"AREA B","indian","Protocol 3",2,3000,1050,1050,48.0,48.0,70,"Sunday","NO","05:35:49","06:06:55","",""
"AREA A","american","Protocol 5",3,5250,1000,2400,61.0,63.0,98,"Saturday","NO","02:36:32","04:10:32","YES","0220"
"AREA C","mediterranean","Protocol 5",2,2690,1195,1495,"","","","Monday","NO","05:10:53","05:56:41","YES","0221"
"AREA C","","Protocol 1",2,1575,420,1050,12.0,10.0,11,"Sunday","NO","21:11:03","21:44:28","",""
"AREA E","sandwich","Protocol 2",2,1678,829,849,18.0,13.0,22,"Friday","NO","19:45:49","20:23:58","YES","0222"
"AREA D","mexican","Protocol 1",3,1790,100,895,32.0,33.0,55,"Wednesday","NO","19:22:45","20:24:25","",""
"AREA B","american","Protocol 1",1,1125,1125,1125,14.0,37.0,15,"Sunday","NO","18:33:23","19:11:35","",""
"AREA D","alcohol","Protocol 3",1,1495,1495,1495,80.0,64.0,93,"Sunday","NO","01:55:58","02:29:28","",""
